Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of Use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn,Seconds per Use,Call per Month,SMS per Month,Seconds per Month,Usage Index
20,0,46,2,4763,82,23,43,1,1,1,15,392.975,0,58.09,9.11,2.56,529.22,-0.23531363637799269
13,0,46,2,2958,74,24,41,2,1,1,25,244.44,0,39.97,8.22,2.67,328.67,-0.7924897900868892
21,0,46,3,4340,98,54,36,3,1,1,30,393.52,0,44.29,10.89,6.0,482.22,0.21410337679405553
14,0,46,2,2925,55,307,26,4,1,1,45,842.0,0,53.18,6.11,34.11,325.0,1.3558999313696392
23,0,45,4,9680,137,166,51,3,1,1,30,1056.68,0,70.66,15.22,18.44,1075.56,3.137845141898077
17,0,46,2,14338,185,22,52,3,1,1,30,668.92,0,77.5,20.56,2.44,1593.11,3.8077520300639955
17,0,46,3,5080,99,24,33,4,1,1,45,189.475,0,51.31,11.0,2.67,564.44,0.1431406495394984
16,0,46,2,6483,111,29,20,3,1,1,30,379.76,0,58.41,12.33,3.22,720.33,0.7271679078526132
19,0,46,0,2803,70,30,25,4,1,2,45,146.825,0,40.04,7.78,3.33,311.44,-0.8458119438306773
35,0,46,5,15705,241,76,40,3,1,1,30,941.84,0,65.17,26.78,8.44,1745.0,5.576167492504241
14,0,46,3,3660,43,505,16,4,1,1,45,1355.075,0,85.12,4.78,56.11,406.67,3.0608954518111338
19,0,45,2,16050,198,172,38,2,1,1,25,1505.16,0,81.06,22.0,19.11,1783.33,5.7557462792700536
13,0,45,3,7065,102,208,34,4,1,1,45,699.175,0,69.26,11.33,23.11,785.0,2.28106503183423
10,0,45,0,1440,30,22,19,3,1,2,30,146.8,0,48.0,3.33,2.44,160.0,-1.931983701111053
12,0,46,0,1275,30,35,16,3,1,2,30,192.2,0,42.5,3.33,3.89,141.67,-1.8568709638045957
10,0,45,0,565,16,22,8,3,1,2,30,111.24,1,35.31,1.78,2.44,62.78,-2.381762124084259
13,0,45,2,8073,143,406,51,3,1,1,30,1952.64,0,56.45,15.89,45.11,897.0,4.96922923399292
17,0,45,3,12030,170,33,55,4,1,1,45,387.5,0,70.76,18.89,3.67,1336.67,3.0980068450646634
18,0,45,3,7283,91,130,45,2,1,1,25,916.83,0,80.03,10.11,14.44,809.22,1.4569869488947946
33,1,41,0,1520,63,38,25,3,1,2,30,215.32,1,24.13,7.0,4.22,168.89,-1.2006015976337774
31,0,44,10,11000,109,23,50,5,1,1,55,201.135,0,100.92,12.11,2.56,1222.22,1.709153867114055
23,0,44,3,6383,114,48,32,3,1,1,30,451.88,0,55.99,12.67,5.33,709.22,0.9223572760225873
11,0,42,2,3405,38,22,22,4,1,1,45,141.075,0,89.61,4.22,2.44,378.33,-1.3281468829607141
19,1,43,0,3555,57,31,24,3,1,2,30,268.48,1,62.37,6.33,3.44,395.0,-0.8843047201869694
19,1,44,0,2833,60,56,39,4,1,2,45,212.325,1,47.22,6.67,6.22,314.78,-0.783670240416844
10,0,44,0,698,18,22,10,3,1,2,30,116.64,1,38.78,2.0,2.44,77.56,-2.3156141629007365
11,0,44,2,2233,41,22,14,4,1,1,45,111.85,0,54.46,4.56,2.44,248.11,-1.5536105525185673
13,0,41,3,7350,113,36,30,5,1,1,55,165.945,0,65.04,12.56,4.0,816.67,1.028559808515157
10,1,44,0,1193,23,31,12,4,1,2,45,107.9,1,51.87,2.56,3.44,132.56,-2.0327305573864343
10,0,44,3,903,20,26,10,5,1,1,55,52.845,0,45.15,2.22,2.89,100.33,-2.1972904978247376
35,0,39,5,16640,254,22,88,2,2,1,25,859.23,0,65.51,28.22,2.44,1848.89,5.548556180277062
16,1,42,5,7530,132,293,41,3,2,1,30,1478.48,0,57.05,14.67,32.56,836.67,3.657601117069312
12,0,44,2,4283,98,24,36,3,1,1,30,271.24,0,43.7,10.89,2.67,475.89,-0.06287014408825015
13,0,43,0,2230,60,60,28,4,1,2,45,207.25,0,37.17,6.67,6.67,247.78,-0.8912924130463269
16,0,44,2,3345,69,197,31,2,1,1,25,1040.13,0,48.48,7.67,21.89,371.67,0.7318713294419441
14,0,35,3,1880,52,215,19,3,2,1,30,937.28,0,36.15,5.78,23.89,208.89,0.24851262069116897
21,0,35,0,1265,41,32,15,3,1,2,30,180.24,0,30.85,4.56,3.56,140.56,-1.6949460516721304
10,0,34,0,1390,26,43,11,4,1,2,45,142.9,0,53.46,2.89,4.78,154.44,-1.8287086684078662
20,0,33,2,1790,48,41,21,2,1,1,25,267.21,0,37.29,5.33,4.56,198.89,-1.3702984572435828
12,0,33,2,3790,77,30,31,4,1,1,45,171.675,0,49.22,8.56,3.33,421.11,-0.4908354239754567
12,0,26,2,2260,42,50,22,3,1,1,30,292.08,0,53.81,4.67,5.56,251.11,-1.2839735274790032
26,0,25,3,6958,157,107,50,2,2,1,25,801.675,0,44.32,17.44,11.89,773.11,2.3218877127257027
22,0,23,2,9498,187,95,48,5,1,1,55,287.775,0,50.79,20.78,10.56,1055.33,3.337737328479942
18,0,24,5,3418,61,53,27,4,2,1,45,219.475,0,56.03,6.78,5.89,379.78,-0.6541957646943337
12,0,17,3,4955,56,237,18,3,1,1,30,1148.44,0,88.48,6.22,26.33,550.56,1.2390227308334847
13,0,17,3,2053,35,22,15,3,1,1,30,171.52,1,58.66,3.89,2.44,228.11,-1.7002089027975655
8,0,34,1,4415,67,7,13,3,1,1,30,207.28,0,65.9,7.44,0.78,490.56,-0.7181846656549296
5,0,35,0,305,6,7,2,2,1,2,25,45.495,0,50.83,0.67,0.78,33.89,-2.748362943076699
10,0,33,1,2498,56,351,20,3,1,1,30,1506.16,0,44.61,6.22,39.0,277.56,1.6585804766023784
10,0,34,1,4243,62,7,31,2,1,1,25,225.225,0,68.44,6.89,0.78,471.44,-0.8455581846407366
5,0,34,1,2438,54,7,29,1,1,1,15,175.56,0,45.15,6.0,0.78,270.89,-1.4115169876155
11,0,34,1,3820,78,24,24,3,1,1,30,251.92,0,48.97,8.67,2.67,424.44,-0.519098261190825
5,0,34,1,2405,35,277,14,3,1,1,30,1205.6,0,68.71,3.89,30.78,267.22,0.6226982933847589
13,0,33,2,9160,117,136,39,3,1,1,30,915.08,0,78.29,13.0,15.11,1017.78,2.404643503913196
7,0,34,1,13818,165,7,40,3,1,1,30,587.32,0,83.75,18.33,0.78,1535.33,3.2062901310671186
7,0,34,1,4560,79,7,21,3,1,1,30,213.56,0,57.72,8.78,0.78,506.67,-0.4758865479891124
6,0,34,1,5963,91,7,8,3,1,1,30,270.16,0,65.53,10.11,0.78,662.56,0.06422746399466783
9,0,34,0,2283,50,7,13,3,1,2,30,121.32,0,45.66,5.56,0.78,253.67,-1.5175350369544893
25,0,34,3,15185,221,46,28,3,1,1,30,800.24,0,68.71,24.56,5.11,1687.22,4.842965854519361
5,0,34,1,3140,23,475,4,3,1,1,30,2026.52,0,136.52,2.56,52.78,348.89,2.3276938138262526
9,0,33,1,15530,178,142,26,2,1,1,25,1345.86,0,87.25,19.78,15.78,1725.56,5.022544641285172
5,0,33,1,6545,82,178,22,3,1,1,30,977.08,0,79.82,9.11,19.78,727.22,1.5478633938493496
5,0,33,0,920,10,7,7,2,1,2,25,73.35,0,92.0,1.11,0.78,102.22,-2.53344560010793
5,0,34,0,755,10,7,4,3,1,2,30,58.6,0,75.5,1.11,0.78,83.89,-2.5725073032577424
5,0,33,0,305,6,7,2,2,1,2,25,45.495,1,50.83,0.67,0.78,33.89,-2.748362943076699
5,0,33,1,7553,123,376,39,2,1,1,25,2037.42,0,61.41,13.67,41.78,839.22,4.236027596008039
7,0,33,1,11510,150,7,43,4,1,1,45,309.0,0,76.73,16.67,0.78,1278.89,2.3999358041432504
8,0,33,1,6763,71,100,33,2,1,1,25,757.53,0,95.25,7.89,11.11,751.44,0.7237853109099142
23,0,29,0,1000,43,8,13,2,1,2,25,82.935,1,23.26,4.78,0.89,111.11,-1.933803235618658
21,0,32,8,10480,89,7,38,5,1,1,55,169.035,0,117.75,9.89,0.78,1164.44,1.0989093188513113
13,0,32,1,5863,94,18,20,2,1,1,25,349.065,1,62.37,10.44,2.0,651.44,0.18915563803770696
5,0,30,1,2885,18,7,10,3,1,1,30,144.12,0,160.28,2.0,0.78,320.56,-1.9296087819575911
9,0,31,0,3035,37,7,12,3,1,2,30,150.88,1,82.03,4.11,0.78,337.22,-1.5648104625766486
9,1,32,0,2313,40,26,27,3,1,2,30,198.12,1,57.82,4.44,2.89,257.0,-1.5168718784017245
5,0,32,0,305,6,7,2,3,1,2,30,40.44,1,50.83,0.67,0.78,33.89,-2.748362943076699
5,0,32,1,305,6,7,2,3,1,1,30,40.44,0,50.83,0.67,0.78,33.89,-2.748362943076699
5,0,29,1,6830,93,7,18,5,1,1,55,114.345,0,73.44,10.33,0.78,758.89,0.3041408197961435
5,0,32,0,305,6,7,2,4,1,2,45,25.275,1,50.83,0.67,0.78,33.89,-2.748362943076699
5,0,32,1,305,6,7,2,5,1,1,55,15.165,1,50.83,0.67,0.78,33.89,-2.748362943076699
25,0,27,3,16120,234,7,76,2,1,1,25,767.43,0,68.89,26.0,0.78,1791.11,4.947094281280187
6,0,30,3,7010,112,263,29,2,2,1,25,1503.99,0,62.59,12.44,29.22,778.89,2.924399479084432
5,0,32,1,3763,78,7,24,2,1,1,25,204.345,0,48.24,8.67,0.78,418.11,-0.681897341616861
5,0,31,0,1710,40,30,16,3,1,2,30,190.0,0,42.75,4.44,3.33,190.0,-1.6244940510312076
6,0,32,1,2825,49,167,19,2,1,1,25,880.83,0,57.65,5.44,18.56,313.89,-0.0013303085429365868
5,0,23,1,1360,32,185,7,2,2,1,25,895.14,0,42.5,3.56,20.56,151.11,-0.4846890172937115
11,0,23,0,745,21,7,3,2,1,2,25,65.97,0,35.48,2.33,0.78,82.78,-2.384234443327677
5,0,22,0,305,6,13,2,4,1,2,45,40.275,0,50.83,0.67,1.44,33.89,-2.695667047481498
10,0,21,1,1270,28,11,9,2,1,1,25,107.91,0,45.36,3.11,1.22,141.11,-2.1035000952284633
5,0,21,1,3270,57,7,19,3,1,1,30,161.08,0,57.37,6.33,0.78,363.33,-1.162558517099269
5,0,14,1,1740,22,20,10,2,1,1,25,169.29,0,79.09,2.44,2.22,193.33,-2.017175165463884
16,0,13,1,6438,137,77,38,2,2,1,25,642.375,0,46.99,15.22,8.56,715.33,1.5886860747408225
12,0,11,1,8978,167,65,36,4,1,1,45,391.125,0,53.76,18.56,7.22,997.56,2.6045356904950614
8,0,12,3,2898,41,23,15,3,1,1,30,209.56,0,70.68,4.56,2.56,322.0,-1.3873974026792144
5,0,5,1,4435,36,207,6,3,1,1,30,1006.84,0,123.19,7.2,41.4,887.0,0.5058210928486043
5,1,5,0,1533,15,7,3,3,1,1,30,89.92,1,102.2,3.0,1.4,306.6,-2.301670801794443
15,0,43,1,4855,85,23,24,3,1,1,30,289.6,0,57.12,9.44,2.56,539.44,-0.16154098604879874
7,0,44,0,803,19,25,11,3,1,2,30,132.88,0,42.26,2.11,2.78,89.22,-2.2470778371097517
17,0,42,1,2938,74,377,31,3,1,1,30,1628.48,0,39.7,8.22,41.89,326.44,2.3030506488671776
17,0,43,1,4683,80,19,42,1,1,1,15,366.465,0,58.54,8.89,2.11,520.33,-0.3240451020980733
10,0,43,1,2878,72,20,40,2,1,1,25,222.75,0,39.97,8.0,2.22,319.78,-0.8812212558069699
18,0,43,2,4260,96,50,35,3,1,1,30,374.24,0,44.38,10.67,5.56,473.33,0.12537191107397483
11,0,43,1,2845,53,303,25,3,1,1,30,1327.92,0,53.68,5.89,33.67,316.11,1.2671684656495588
20,0,42,3,9600,135,162,50,3,1,1,30,1037.4,0,71.11,15.0,18.0,1066.67,3.0491136761779956
14,0,43,1,14258,183,18,51,3,1,1,30,649.64,0,77.91,20.33,2.0,1584.22,3.7190205643439143
14,0,43,2,5000,97,20,32,3,1,1,30,283.88,0,51.55,10.78,2.22,555.56,0.05440918381941773
13,0,43,1,6403,109,25,19,3,1,1,30,360.48,0,58.74,12.11,2.78,711.44,0.6384364421325326
16,1,43,0,2723,68,26,24,3,1,2,30,215.64,0,40.04,7.56,2.89,302.56,-0.9345434095507579
32,0,43,4,15625,239,72,39,3,1,1,30,922.56,0,65.38,26.56,8.0,1736.11,5.48743602678416
11,0,43,2,3580,41,501,15,3,1,1,30,2148.84,0,87.32,4.56,55.67,397.78,2.972163986091053
16,0,42,1,15970,196,168,37,2,1,1,25,1483.47,0,81.48,21.78,18.67,1774.44,5.667014813549973
10,0,42,2,6985,100,204,33,3,1,1,30,1099.4,0,69.85,11.11,22.67,776.11,2.192333566114149
7,0,42,0,1360,28,18,18,2,1,2,25,143.46,0,48.57,3.11,2.0,151.11,-2.020715166831134
9,0,43,0,1195,28,31,15,3,1,2,30,172.92,0,42.68,3.11,3.44,132.78,-1.9456024295246763
7,0,42,0,485,14,18,7,2,1,2,25,103.455,1,34.64,1.56,2.0,53.89,-2.47049358980434
10,0,42,1,7993,141,402,50,3,1,1,30,1933.36,0,56.69,15.67,44.67,888.11,4.880497768272839
14,0,42,2,11950,168,29,54,4,1,1,45,375.45,0,71.13,18.67,3.22,1327.78,3.009275379344583
15,0,42,2,7203,89,126,44,2,1,1,25,895.14,0,80.93,9.89,14.0,800.33,1.368255483174714
30,0,38,0,1440,61,34,24,3,1,2,30,196.04,1,23.61,6.78,3.78,160.0,-1.2893330633538582
28,0,41,9,10920,107,19,49,5,2,1,55,193.905,0,102.06,11.89,2.11,1213.33,1.6204224013939743
20,0,41,2,6303,112,44,31,2,1,1,25,486.675,0,56.28,12.44,4.89,700.33,0.8336258103025066
8,0,39,1,3325,36,18,21,3,1,1,30,206.44,0,92.36,4.0,2.0,369.44,-1.4168783486807945
16,1,40,0,3475,55,27,23,3,1,2,30,249.2,1,63.18,6.11,3.0,386.11,-0.9730361859070502
16,1,41,0,2753,58,52,38,4,1,2,45,200.275,1,47.47,6.44,5.78,305.89,-0.8724017061369247
7,1,41,0,618,16,18,9,3,1,2,30,97.36,1,38.62,1.78,2.0,68.67,-2.404345628620817
8,0,41,1,2153,39,18,13,4,1,1,45,99.8,0,55.21,4.33,2.0,239.22,-1.642342018238648
10,0,38,2,7270,111,32,29,5,1,1,55,158.715,0,65.5,12.33,3.56,807.78,0.9398283427950765
7,0,41,0,1113,21,27,11,4,1,2,45,95.85,1,53.0,2.33,3.0,123.67,-2.121462023106515
7,0,41,2,823,18,22,9,5,1,1,55,45.615,0,45.72,2.0,2.44,91.44,-2.286021963544818
32,1,36,4,16560,252,18,87,2,2,1,25,837.54,0,65.71,28.0,2.0,1840.0,5.459824714556982
13,0,39,4,7450,130,289,40,3,2,1,30,1459.2,0,57.31,14.44,32.11,827.78,3.5688696513492313
9,0,41,1,4203,96,20,35,3,1,1,30,251.96,0,43.78,10.67,2.22,467.0,-0.15160160980833087
10,0,40,0,2150,58,56,27,3,1,2,30,312.32,0,37.07,6.44,6.22,238.89,-0.9800238787664076
13,0,41,1,3265,67,193,30,2,1,1,25,1018.44,0,48.73,7.44,21.44,362.78,0.6431398637218633
11,0,32,2,1800,50,211,18,3,2,1,30,918.0,0,36.0,5.56,23.44,200.0,0.15978115497108836
18,0,32,0,1185,39,28,14,3,1,2,30,160.96,0,30.38,4.33,3.11,131.67,-1.7836775173922113
7,0,31,0,1310,24,39,10,4,1,2,45,130.85,0,54.58,2.67,4.33,145.56,-1.9174401341279468
17,0,30,1,1710,46,37,20,2,1,1,25,245.52,0,37.17,5.11,4.11,190.0,-1.4590299229636634
9,0,30,1,3710,75,26,30,3,1,1,30,255.4,0,49.47,8.33,2.89,412.22,-0.5795668896955375
9,0,23,1,2180,40,46,21,3,1,1,30,272.8,0,54.5,4.44,5.11,242.22,-1.372704993199084
23,0,22,2,6878,155,103,49,2,2,1,25,779.985,0,44.37,17.22,11.44,764.22,2.2331562470056223
19,0,20,1,9418,185,91,47,5,1,1,55,280.545,0,50.91,20.56,10.11,1046.44,3.2490058627598617
15,0,21,4,3338,59,49,26,3,1,1,30,331.88,0,56.58,6.56,5.44,370.89,-0.7429272304144144
9,0,14,2,4875,54,233,17,3,1,1,30,1129.16,0,90.28,6.0,25.89,541.67,1.150291265113404
10,0,14,2,1973,33,18,14,3,1,1,30,152.24,1,59.79,3.67,2.0,219.22,-1.7889403685176462
11,0,37,1,4495,69,7,14,3,1,1,30,210.56,0,65.14,7.67,0.78,499.44,-0.6645837969983165
5,0,38,0,305,6,7,2,3,1,2,30,40.44,0,50.83,0.67,0.78,33.89,-2.748362943076699
13,0,36,1,2578,58,355,21,3,1,1,30,1525.44,0,44.45,6.44,39.44,286.44,1.7473119423224586
13,0,37,1,4323,64,7,32,1,1,1,15,279.785,0,67.55,7.11,0.78,480.33,-0.7919573159841236
6,0,37,1,2518,56,7,30,2,1,1,25,147.33,0,44.96,6.22,0.78,279.78,-1.3579161189588869
14,0,37,2,3900,80,28,25,3,1,1,30,271.2,0,48.75,8.89,3.11,433.33,-0.4303667954707443
7,0,37,1,2485,37,281,15,3,1,1,30,1224.88,0,67.16,4.11,31.22,276.11,0.7114297591048395
16,0,36,3,9240,119,140,40,3,1,1,30,934.36,0,77.65,13.22,15.56,1026.67,2.493374969633277
10,0,37,1,13898,167,7,41,3,1,1,30,590.6,0,83.22,18.56,0.78,1544.22,3.2598909997237318
10,0,37,2,4640,81,7,22,3,1,1,30,216.84,0,57.28,9.0,0.78,515.56,-0.42228567933249933
9,0,37,1,6043,93,7,9,3,1,1,30,273.44,0,64.98,10.33,0.78,671.44,0.11782833265128101
12,0,37,0,2363,52,7,14,3,1,2,30,124.6,0,45.44,5.78,0.78,262.56,-1.4639341682978764
28,0,37,4,15265,223,50,29,3,2,1,30,819.52,0,68.45,24.78,5.56,1696.11,4.931697320239442
7,0,37,2,3220,25,479,5,3,1,1,30,2045.8,0,128.8,2.78,53.22,357.78,2.4164252795463335
12,0,36,1,15610,180,146,27,2,1,1,25,1367.55,0,86.72,20.0,16.22,1734.44,5.111276107005254
6,0,36,2,6625,84,182,23,3,1,1,30,996.36,0,78.87,9.33,20.22,736.11,1.63659485956943
5,0,36,0,1000,12,7,8,2,1,2,25,77.04,0,83.33,1.33,0.78,111.11,-2.4798447314513172
5,0,37,0,835,12,9,5,3,1,2,30,69.88,0,69.58,1.33,1.0,92.78,-2.501341136069396
5,0,36,0,305,6,7,2,2,1,2,25,45.495,1,50.83,0.67,0.78,33.89,-2.748362943076699
6,0,36,1,7633,125,380,40,3,1,1,30,1830.32,0,61.06,13.89,42.22,848.11,4.32475906172812
10,0,36,2,11590,152,7,44,4,1,1,45,311.05,0,76.25,16.89,0.78,1287.78,2.453536672799864
11,0,36,2,6843,73,104,34,2,1,1,25,779.22,0,93.74,8.11,11.56,760.33,0.8125167766299948
26,1,32,0,1080,45,12,14,3,1,2,30,93.0,1,24.0,5.0,1.33,120.0,-1.8450717698985772
24,0,35,9,10560,91,7,39,5,1,1,55,170.265,0,116.04,10.11,0.78,1173.33,1.1525101875079242
16,0,35,2,5943,96,22,21,2,1,1,25,370.755,1,61.91,10.67,2.44,660.33,0.2778871037577876
5,0,33,1,2965,20,7,11,3,1,1,30,147.4,0,148.25,2.22,0.78,329.44,-1.876007913300978
12,1,34,0,3115,39,7,13,3,1,2,30,154.16,1,79.87,4.33,0.78,346.11,-1.5112095939200354
12,0,35,0,2393,42,30,28,4,1,2,45,135.875,1,56.98,4.67,3.33,265.89,-1.428140412681644
5,1,35,0,305,6,7,2,3,1,2,30,40.44,1,50.83,0.67,0.78,33.89,-2.748362943076699
5,0,35,1,1793,23,7,3,4,1,1,45,62.9,0,77.96,2.56,0.78,199.22,-2.1014715828588315
6,0,32,2,6910,95,10,19,5,1,1,55,120.075,0,72.74,10.56,1.11,767.78,0.3840896362503571
5,0,35,0,305,6,7,2,4,1,2,45,25.275,1,50.83,0.67,0.78,33.89,-2.748362943076699
5,0,35,1,305,6,7,2,5,1,1,55,15.165,0,50.83,0.67,0.78,33.89,-2.748362943076699
28,0,30,4,16200,236,7,77,2,2,1,25,771.12,0,68.64,26.22,0.78,1800.0,5.000695149936799
9,0,33,4,7090,114,267,30,3,2,1,30,1356.16,0,62.19,12.67,29.67,787.78,3.0131309448045123
5,0,35,1,3843,80,7,25,3,1,1,30,184.92,0,48.04,8.89,0.78,427.0,-0.6282964729602479
6,0,34,0,1790,42,34,17,3,1,2,30,209.28,0,42.62,4.67,3.78,198.89,-1.5357625853111267
9,0,35,1,2905,51,171,20,2,1,1,25,902.52,0,56.96,5.67,19.0,322.78,0.08740115717714425
7,0,26,2,1440,34,189,8,3,2,1,30,814.96,0,42.35,3.78,21.0,160.0,-0.3959575515736309
14,0,26,0,825,23,7,4,3,1,2,30,61.92,0,35.87,2.56,0.78,91.67,-2.330633574671064
5,0,25,0,305,6,17,2,4,1,2,45,50.275,0,50.83,0.67,1.89,33.89,-2.6605364504180304
13,0,24,1,1350,30,15,10,2,1,1,25,129.6,0,45.0,3.33,1.67,150.0,-2.0147686295083824
5,0,24,1,3350,59,7,20,3,1,1,30,164.36,0,56.78,6.56,0.78,372.22,-1.1089576484426558
5,0,17,1,1820,24,24,11,3,1,1,30,169.76,0,75.83,2.67,2.67,202.22,-1.928443699743803
19,0,16,2,6518,139,81,39,2,2,1,25,664.065,0,46.89,15.44,9.0,724.22,1.677417540460903
15,0,14,1,9058,169,69,37,5,1,1,55,241.905,0,53.6,18.78,7.67,1006.44,2.6932671562151422
11,0,15,4,2978,43,27,16,3,1,1,30,228.84,0,69.26,4.78,3.0,330.89,-1.2986659369591336
5,0,8,2,4515,38,211,7,3,1,1,30,1026.12,0,118.82,4.75,26.38,564.38,0.5945525585686848
6,1,8,2,1613,17,7,4,3,1,1,30,93.2,1,94.88,2.12,0.88,201.62,-2.2480699331378298
17,0,40,3,5275,87,33,34,3,1,1,30,346.48,0,60.63,9.67,3.67,586.11,0.0603771575145815
9,0,41,0,1223,21,35,21,3,1,2,30,189.76,0,58.24,2.33,3.89,135.89,-2.0251596935463714
19,0,39,3,3358,76,387,41,3,1,1,30,1685.36,0,44.18,8.44,43.0,373.11,2.5249687924305584
19,0,40,3,5103,82,29,52,1,1,1,15,444.675,0,62.23,9.11,3.22,567.0,-0.10212695853469317
12,0,40,3,3298,74,30,50,2,1,1,25,286.74,0,44.57,8.22,3.33,366.44,-0.6593031122435896
20,0,40,4,4680,98,60,45,3,1,1,30,431.12,0,47.76,10.89,6.67,520.0,0.3472900546373551
13,0,40,3,3265,55,313,35,4,1,1,45,865.5,0,59.36,6.11,34.78,362.78,1.489086609212939
22,1,39,5,10020,137,172,60,3,1,1,30,1094.28,0,73.14,15.22,19.11,1113.33,3.2710318197413764
16,0,40,3,14678,185,28,61,3,1,1,30,706.52,0,79.34,20.56,3.11,1630.89,3.9409387079072955
16,0,40,4,5420,99,30,42,3,1,1,30,340.76,0,54.75,11.0,3.33,602.22,0.2763273273827979
15,0,40,3,6823,111,35,29,3,1,1,30,417.36,0,61.47,12.33,3.89,758.11,0.8603545856959127
18,0,40,0,3143,70,36,34,3,1,2,30,272.52,0,44.9,7.78,4.0,349.22,-0.7126252659873777
34,1,40,6,16045,241,82,49,3,2,1,30,979.44,0,66.58,26.78,9.11,1782.78,5.70935417034754
13,0,40,4,4000,43,511,25,4,1,1,45,1378.575,0,93.02,4.78,56.78,444.44,3.194082129654433
18,0,39,3,16390,198,178,47,2,1,1,25,1547.46,0,82.78,22.0,19.78,1821.11,5.8889329571133535
12,0,39,4,7405,102,214,43,3,1,1,30,1156.28,0,72.6,11.33,23.78,822.78,2.4142517096775293
9,0,39,0,1780,30,28,28,2,1,2,25,207.45,0,59.33,3.33,3.11,197.78,-1.7987970232677535
11,0,40,0,1615,30,41,25,3,1,2,30,229.8,0,53.83,3.33,4.56,179.44,-1.7236842859612962
12,0,39,3,8413,143,412,60,3,1,1,30,1990.24,0,58.83,15.89,45.78,934.78,5.10241591183622
16,0,39,4,12370,170,39,64,4,1,1,45,411.0,0,72.76,18.89,4.33,1374.44,3.2311935229079634
17,0,39,4,7623,91,136,54,2,2,1,25,959.13,0,83.77,10.11,15.11,847.0,1.5901736267380944
32,1,35,0,1860,63,44,34,3,1,2,30,252.92,1,29.52,7.0,4.89,206.67,-1.0674149197904779
30,0,38,1,11340,109,29,59,5,1,1,55,215.235,0,104.04,12.11,3.22,1260.0,1.8423405449573549
22,0,38,4,6723,114,54,41,3,1,1,30,489.48,0,58.97,12.67,6.0,747.0,1.0555439538658868
10,0,36,3,3745,38,28,31,3,1,1,30,263.32,0,98.55,4.22,3.11,416.11,-1.1949602051174144
18,1,37,0,3895,57,37,33,3,1,2,30,306.08,1,68.33,6.33,4.11,432.78,-0.7511180423436699
18,0,38,0,3173,60,62,48,4,1,2,45,235.825,1,52.88,6.67,6.89,352.56,-0.6504835625735444
10,0,38,3,2573,41,28,23,4,1,1,45,135.35,0,62.76,4.56,3.11,285.89,-1.4204238746752678
12,0,35,4,7690,113,42,39,5,1,1,55,180.045,0,68.05,12.56,4.67,854.44,1.1617464863584568
9,0,38,0,1533,23,37,21,4,1,2,45,131.4,1,66.65,2.56,4.11,170.33,-1.899543879543135
9,0,38,4,1243,20,32,19,5,1,1,55,66.945,0,62.15,2.22,3.56,138.11,-2.064103819981438
34,0,33,6,16980,254,28,97,2,2,1,25,901.53,0,66.85,28.22,3.11,1886.67,5.681742858120362
15,0,36,6,7870,132,299,50,3,2,1,30,1516.08,0,59.62,14.67,33.22,874.44,3.7907877949126116
11,0,38,3,4623,98,30,45,3,1,1,30,308.84,0,47.17,10.89,3.33,513.67,0.07031653375504937
12,1,37,0,2570,60,66,37,4,1,2,45,230.75,1,42.83,6.67,7.33,285.56,-0.7581057352030275
15,0,38,3,3685,69,203,40,2,1,1,25,1082.43,0,53.41,7.67,22.56,409.44,0.8650580072852436
13,0,29,4,2220,52,221,28,3,2,1,30,974.88,0,42.69,5.78,24.56,246.67,0.3816992985344685
20,0,29,0,1605,41,38,24,3,1,2,30,217.84,0,39.15,4.56,4.22,178.33,-1.5617593738288311
9,0,28,0,1730,26,49,20,4,1,2,45,166.4,0,66.54,2.89,5.44,192.22,-1.6955219905645667
19,0,27,3,2130,48,47,30,2,1,1,25,309.51,0,44.38,5.33,5.22,236.67,-1.237111779400283
11,0,27,3,4130,77,36,40,3,1,1,30,312.28,0,53.64,8.56,4.0,458.89,-0.3576487461321572
11,0,20,3,2600,42,56,31,3,1,1,30,329.68,0,61.9,4.67,6.22,288.89,-1.1507868496357037
25,0,19,4,7298,157,113,59,2,2,1,25,843.975,0,46.48,17.44,12.56,810.89,2.4550743905690022
21,0,17,3,9838,187,101,57,5,1,1,55,301.875,0,52.61,20.78,11.22,1093.11,3.470924006323242
17,0,18,6,3758,61,59,36,3,2,1,30,388.76,0,61.61,6.78,6.56,417.56,-0.5210090868510342
11,0,11,4,5295,56,243,27,3,2,1,30,1186.04,0,94.55,6.22,27.0,588.33,1.3722094086767842
12,1,11,4,2393,35,28,24,3,1,1,30,209.12,1,68.37,3.89,3.11,265.89,-1.567022224954266
9,0,40,0,4075,67,7,4,3,1,1,30,193.68,0,60.82,7.44,0.78,452.78,-0.7986754479030278
5,0,41,0,305,6,7,2,3,1,2,30,40.44,0,50.83,0.67,0.78,33.89,-2.748362943076699
11,0,39,0,2158,56,345,11,3,1,1,30,1468.56,0,38.54,6.22,38.33,239.78,1.5253937987590787
11,0,40,0,3903,62,7,22,1,1,1,15,256.575,0,62.95,6.89,0.78,433.67,-0.9260489668888348
5,0,40,0,2098,54,7,20,2,1,1,25,128.34,0,38.85,6.0,0.78,233.11,-1.492007769863598
